name,iso_country,municipality,iata_code
Williams Harbour Airport,CA,Williams Harbour,YWM
Postville Airport,CA,Postville,YSO
Black Tickle Airport,CA,Black Tickle,YBI
St. Lewis (Fox Harbour) Airport,CA,St. Lewis,YFX
Port Hope Simpson Airport,CA,Port Hope Simpson,YHA
Rigolet Airport,CA,Rigolet,YRG
Diavik Airport,CA,Diavik,DVK
Doris Lake,CA,Hope Bay,JOJ
Fairview Airport,CA,Fairview,ZFW
Hinton/Jasper-Hinton Airport,CA,Hinton,YJP
WhatÃ¬ Airport,CA,WhatÃ¬,YLE
Grande Cache Airport,CA,Grande Cache,YGC
Drayton Valley Industrial Airport,CA,Drayton Valley,YDC
Fort McMurray / Mildred Lake Airport,CA,Fort McMurray,NML
Conklin (Leismer) Airport,CA,Conklin,CFM
St. Paul Airport,CA,St. Paul,ZSP
Taltheilei Narrows Airport,CA,Taltheilei Narrows,GSL
Macmillan Pass Airport,CA,Macmillan Pass,XMP
Great Bear Lake Airport,CA,Great Bear Lake,DAS
Fort Mackay / Firebag,CA,Suncor Energy Site,YFI
WekweÃ¨tÃ¬ Airport,CA,WekweÃ¨tÃ¬,YFJ
Donnelly Airport,CA,Donnelly,YOE
Cheadle Airport,CA,Cheadle,TIL
Okoyo Airport,CG,Okoyo,OKG
Craig Seaplane Base,US,Craig,CGA
Cape Gloucester Airport,PG,Cape Gloucester,CGC
Casiguran Airport,PH,Casiguran,CGG
Gahcho Kue,CA,-,GHK
Chinguetti Airport,MR,Chinguetti,CGT
Circle Hot Springs Airport,US,Circle Hot Springs,CHP
Chomley Seaplane Base,US,Chomley,CIV
Laurie River Airport,CA,Laurie River,LRQ
Hatchet Lake Airport,CA,Hatchet Lake,YDJ
Kasba Lake Airport,CA,Kasba Lake,YDU
Fort Reliance Seaplane Base,CA,Fort Reliance,YFL
Cluff Lake Airport,CA,Cluff Lake,XCL
Knee Lake Airport,CA,Knee Lake,YKE
Summer Beaver Airport,CA,Summer Beaver,SUR
Crooked Creek Airport,US,Crooked Creek,CKD
Tisdale Airport,CA,Tisdale,YTT
Wapekeka Airport,CA,Angling Lake,YAX
Wunnumin Lake Airport,CA,Wunnumin Lake,WNN
Opapimiskan Lake Airport,CA,Opapimiskan Lake,YBS
North Spirit Lake Airport,CA,North Spirit Lake,YNO
Crane Island Airstrip,US,Crane Island,CKR
Cordova Municipal Airport,US,Cordova,CKU
North of Sixty Airport,CA,Obre Lake,YDW
Chicken Airport,US,Chicken,CKX
Clear Lake Metroport,US,Clear Lake,CLC
Coalinga Airport,US,-,CLG
New CametÃ¡ Airport,BR,CametÃ¡,CMT
Caia Airport,MZ,Caia,CMZ
Tangshan SannÃ¼he Airport,CN,Tangshan,TVS
Yinchuan Hedong International Airport,CN,Yinchuan,INC
Duplicate --Yantai Penglai International Airport,CN,Yantai,YNT
Yuanmou Air Base,CN,Yuanmou,YUA
Zhangjiakou Ningyuan Airport,CN,Zhangjiakou,ZQZ
Baoshan Yunduan Airport,CN,-,BSD
Dazu Air Base,CN,Dazu,DZU
Lintsang Airfield,CN,Lincang,LNJ
Shigatse Air Base,CN,XigazÃª,RKZ
Bao'anying Airport,CN,Panzhihua,PZI
Zigong Airport,CN,Zigong,ZKL
Foshan Shadi Airport,CN,Foshan,FUO
Bazhong Enyang Airport,CN,Bazhong,BZX
Xinyang Minggang Airport,CN,Xinyang,XAI
Huizhou Airport,CN,Huizhou,HUZ
Shaoguan Guitou Airport,CN,Shaoguan,HSC
Jinggangshan Airport,CN,Ji'an,JGS
Baise Youjiang Airport,CN,Baise,AEB
Dongying Shengli Airport,CN,Dongying,DOY
Xingcheng Air Base,CN,-,XEN
Altay Air Base,CN,Altay,AAT
Tianshui Maijishan Airport,CN,Tianshui,THQ
Zhangye Ganzhou Airport,CN,Zhangye,YZY
Dandong Airport,CN,Dandong,DDG
Nantong Airport,CN,Nantong,NTG
Bearskin Lake Airport,CA,Bearskin Lake,XBE
Natuashish Airport,CA,Natuashish,YNP
White River Seaplane Base,CA,White River,YWR
Parry Sound Area Municipal Airport,CA,Parry Sound,YPD
Brockville - Thousand Islands Regional Tackaberry Airport,CA,Brockville,XBR
Kingfisher Lake Airport,CA,Kingfisher Lake,KIF
Ogoki Post Airport,CA,Ogoki Post,YOG
Proma Heliport,CO,Bogota,PRM
El Troncal Airport,CO,Arauquita,ARQ
La Chorrera Airport,CO,La Chorrera,LCR
Las Cruces Airport,CO,Sabana De Torres,SNT
TarapacÃ¡ Airport,CO,TarapacÃ¡,TCD
Bar River Airport,CA,Bar River,YEB
Cape Orford Airport,PG,-,CPI
Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,CA,Frying Pan Island,YSI
Poplar Hill Airport,CA,Poplar Hill,YHP
Keewaywin Airport,CA,Keewaywin,KEW
Sable Island Landing Strip,CA,Sable Island,YSA
Lebel-sur-Quevillon Airport,CA,Lebel-sur-QuÃ©villon,YLS
Snap Lake Airport,CA,Snap Lake Mine,YNX
La Sarre Airport,CA,La Sarre,SSQ
Chisasibi Airport,CA,Chisasibi,YKU
Rentschler Heliport,US,East Hartford,EHT
TÃªte-Ã -la-Baleine Airport,CA,TÃªte-Ã -la-Baleine,ZTB
Kegaska Airport,CA,Kegaska,ZKG
Chute-Des-Passes/Lac Margane Seaplane Base,CA,Chutes-des-Passes,YWQ
Donaldson Airport,CA,Kattiniq,YAU
Ottawa / Rockcliffe Seaplane Base,CA,Ottawa,TR7
La Romaine Airport,CA,La Romaine,ZGS
Fontanges Airport,CA,Fontanges,YFG
Lac Gagnon Seaplane Base,CA,Duhamel,YGA
La TabatiÃ¨re Airport,CA,La TabatiÃ¨re,ZLT
Preston Airport,CU,Preston,PST
Culion Airport,PH,Culion Island,CUJ
Hollister Municipal Airport,US,Hollister,HLI
Cape Vogel Airport,PG,-,CVL
Hughes Airport,US,Culver City,CVR
Chitina Airport,US,Chitina,CXC
Lefkoniko Airport,CY,GeÃ§itkale,GEC
Nicosia International Airport,CY,Nicosia,NIC
Arctic Bay Airport,CA,Arctic Bay,YAB
Cat Lake Airport,CA,Cat Lake,YAC
La Grande-3 Airport,CA,La Grande-3,YAR
Fort Frances Municipal Airport,CA,Fort Frances,YAG
La Grande-4 Airport,CA,La Grande-4,YAH
Alert Bay Airport,CA,Alert Bay,YAL
Sault Ste Marie Airport,CA,Sault Ste Marie,YAM
Kasabonika Airport,CA,Kasabonika,XKS
Kangirsuk Airport,CA,Kangirsuk,YKG
Attawapiskat Airport,CA,Attawapiskat,YAT
St. Anthony Airport,CA,St. Anthony,YAY
Tofino / Long Beach Airport,CA,Tofino,YAZ
Banff Airport,CA,Banff,YBA
Kugaaruk Airport,CA,Kugaaruk,YBB
Baie Comeau Airport,CA,Baie-Comeau,YBC
Bella Coola Airport,CA,Bella Coola,QBC
Uranium City Airport,CA,Uranium City,YBE
Bonnyville Airport,CA,Bonnyville,YBY
CFB Bagotville,CA,Bagotville,YBG
Baker Lake Airport,CA,Baker Lake,YBK
Campbell River Airport,CA,Campbell River,YBL
Tadoule Lake Airport,CA,Tadoule Lake,XTL
Brandon Municipal Airport,CA,Brandon,YBR
Brochet Airport,CA,Brochet,YBT
Berens River Airport,CA,Berens River,YBV
Lourdes de Blanc Sablon Airport,CA,Lourdes-De-Blanc-Sablon,YBX
Cartwright Airport,CA,Cartwright,YRF
Cambridge Bay Airport,CA,Cambridge Bay,YCB
Cornwall Regional Airport,CA,Cornwall,YCC
Nanaimo Airport,CA,Nanaimo,YCD
Centralia / James T. Field Memorial Aerodrome,CA,Centralia,YCE
Castlegar/West Kootenay Regional Airport,CA,Castlegar,YCG
Miramichi Airport,CA,Miramichi,YCH
Chatham Kent Airport,CA,Chatham-Kent,XCM
Charlo Airport,CA,Charlo,YCL
Cochrane Airport,CA,Cochrane,YCN
Kugluktuk Airport,CA,Kugluktuk,YCO
Chetwynd Airport,CA,Chetwynd,YCQ
Cross Lake (Charlie Sinclair Memorial) Airport,CA,Cross Lake,YCR
Chesterfield Inlet Airport,CA,Chesterfield Inlet,YCS
Coronation Airport,CA,Coronation,YCT
Cartierville Airport,CA,Montreal,YCV
Chilliwack Airport,CA,Chilliwack,YCW
Clyde River Airport,CA,Clyde River,YCY
Fairmont Hot Springs Airport,CA,Fairmont Hot Springs,YCZ
Dawson City Airport,CA,Dawson City,YDA
Burwash Airport,CA,Burwash,YDB
Deer Lake Airport,CA,Deer Lake,YDF
Dease Lake Airport,CA,Dease Lake,YDL
Ross River Airport,CA,Ross River,XRR
Dauphin Barker Airport,CA,Dauphin,YDN
Dolbeau St Felicien Airport,CA,Dolbeau-St-FÃ©licien,YDO
Nain Airport,CA,Nain,YDP
Dawson Creek Airport,CA,Dawson Creek,YDQ
Edmonton International Airport,CA,Edmonton,YEG
Arviat Airport,CA,Arviat,YEK
Elliot Lake Municipal Airport,CA,Elliot Lake,YEL
Manitoulin East Municipal Airport,CA,Manitowaning,YEM
Estevan Airport,CA,Estevan,YEN
Fort Severn Airport,CA,Fort Severn,YER
Edson Airport,CA,Edson,YET
Eureka Airport,CA,Eureka,YEU
Inuvik Mike Zubko Airport,CA,Inuvik,YEV
Amos/Magny Airport,CA,Amos,YEY
Fort Albany Airport,CA,Fort Albany,YFA
Iqaluit Airport,CA,Iqaluit,YFB
Fredericton Airport,CA,Fredericton,YFC
Forestville Airport,CA,Forestville,YFE
Fort Hope Airport,CA,Fort Hope,YFH
La Macaza / Mont-Tremblant International Inc Airport,CA,RiviÃ¨re Rouge,YTM
Flin Flon Airport,CA,Flin Flon,YFO
Fort Resolution Airport,CA,Fort Resolution,YFR
Fort Simpson Airport,CA,Fort Simpson,YFS
Makkovik Airport,CA,Makkovik,YMN
Texada Gillies Bay Airport,CA,Texada,YGB
Fort Good Hope Airport,CA,Fort Good Hope,YGH
Kingston Norman Rogers Airport,CA,Kingston,YGK
La Grande RiviÃ¨re Airport,CA,La Grande RiviÃ¨re,YGL
Gimli Industrial Park Airport,CA,Gimli,YGM
Gods Lake Narrows Airport,CA,Gods Lake Narrows,YGO
GaspÃ© (Michel-Pouliot) Airport,CA,GaspÃ©,YGP
Geraldton Greenstone Regional Airport,CA,Geraldton,YGQ
Ãles-de-la-Madeleine Airport,CA,Ãles-de-la-Madeleine,YGR
Igloolik Airport,CA,Igloolik,YGT
Havre St Pierre Airport,CA,Havre St-Pierre,YGV
Kuujjuarapik Airport,CA,Kuujjuarapik,YGW
Gillam Airport,CA,Gillam,YGX
Grise Fiord Airport,CA,Grise Fiord,YGZ
Quaqtaq Airport,CA,Quaqtaq,YQC
Hudson Bay Airport,CA,Hudson Bay,YHB
Vancouver Harbour Water Aerodrome,CA,Vancouver,CXH
Dryden Regional Airport,CA,Dryden,YHD
Hope Airport,CA,Hope,YHE
Hearst RenÃ© Fontaine Municipal Airport,CA,Hearst,YHF
Nemiscau Airport,CA,Nemiscau,YNS
Ulukhaktok Holman Airport,CA,Ulukhaktok,YHI
Gjoa Haven Airport,CA,Gjoa Haven,YHK
John C. Munro Hamilton International Airport,CA,Hamilton,YHM
Hornepayne Municipal Airport,CA,Hornepayne,YHN
Hopedale Airport,CA,Hopedale,YHO
Chevery Airport,CA,Chevery,YHR
Haines Junction Airport,CA,Haines Junction,YHT
MontrÃ©al / Saint-Hubert Airport,CA,MontrÃ©al,YHU
Hay River / Merlyn Carter Airport,CA,Hay River,YHY
Halifax / Stanfield International Airport,CA,Halifax,YHZ
Atikokan Municipal Airport,CA,Atikokan,YIB
Digby / Annapolis Regional Airport,CA,Digby,YDG
St Augustin Airport,CA,St-Augustin,YIF
Ivujivik Airport,CA,Ivujivik,YIK
Pond Inlet Airport,CA,Pond Inlet,YIO
Island Lake Airport,CA,Island Lake,YIV
Jasper Airport,CA,Jasper,YJA
Fort Liard Airport,CA,Fort Liard,YJF
St Jean Airport,CA,St Jean,YJN
Stephenville Airport,CA,Stephenville,YJT
Kamloops Airport,CA,Kamloops,YKA
Collins Bay Airport,CA,Collins Bay,YKC
Aklavik/Freddie Carmichael Airport,CA,Aklavik,LAK
Waterloo Airport,CA,Kitchener,YKF
Kangiqsujuaq (Wakeham Bay) Airport,CA,Kangiqsujuaq,YWB
Key Lake Airport,CA,Key Lake,YKJ
Schefferville Airport,CA,Schefferville,YKL
Kincardine Municipal Airport,CA,Kincardine,YKD
Akulivik Airport,CA,Akulivik,AKV
Waskaganish Airport,CA,Waskaganish,YKQ
Kirkland Lake Airport,CA,Kirkland Lake,YKX
Kindersley Airport,CA,Kindersley,YKY
Buttonville Municipal Airport,CA,Toronto,YKZ
Aupaluk Airport,CA,Aupaluk,YPJ
Lac La Biche Airport,CA,Lac La Biche,YLB
Kimmirut Airport,CA,Kimmirut,YLC
Chapleau Airport,CA,Chapleau,YLD
Lansdowne House Airport,CA,Lansdowne House,YLH
Meadow Lake Airport,CA,Meadow Lake,YLJ
Lutselk'e Airport,CA,Lutselk'e,YSG
Lloydminster Airport,CA,Lloydminster,YLL
La Tuque Airport,CA,La Tuque,YLQ
Leaf Rapids Airport,CA,Leaf Rapids,YLR
Barrie-Orillia (Lake Simcoe Regional Airport),CA,Barrie-Orillia,YLK
Alert Airport,CA,Alert,YLT
Kangiqsualujjuaq (Georges River) Airport,CA,Kangiqsualujjuaq,XGR
Kelowna International Airport,CA,Kelowna,YLW
Chatham Seaplane Base,US,Chatham,CYM
Mayo Airport,CA,Mayo,YMA
Matane Airport,CA,Matane,YME
Manitouwadge Airport,CA,Manitouwadge,YMG
Mary's Harbour Airport,CA,Mary's Harbour,YMH
Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,Moose Jaw,YMJ
Charlevoix Airport,CA,Charlevoix,YML
Fort McMurray Airport,CA,Fort McMurray,YMM
Moosonee Airport,CA,Moosonee,YMO
Chapais Airport,CA,Chibougamau,YMT
Umiujaq Airport,CA,Umiujaq,YUD
Maniwaki Airport,CA,Maniwaki,YMW
Montreal International (Mirabel) Airport,CA,MontrÃ©al,YMX
Natashquan Airport,CA,Natashquan,YNA
Wemindji Airport,CA,Wemindji,YNC
Ottawa / Gatineau Airport,CA,Gatineau,YND
Norway House Airport,CA,Norway House,YNE
Hudsons Hope Airport,CA,Hudson's Hope,YNH
Langley Airport,CA,Langley,YLY
Points North Landing Airport,CA,Points North Landing,YNL
Matagami Airport,CA,Matagami,YNM
Fort Mackay / Horizon Airport,CA,Fort Mackay,HZP
Ekati Airport,CA,Ekati,YOA
Old Crow Airport,CA,Old Crow,YOC
CFB Cold Lake,CA,Cold Lake,YOD
Oxford House Airport,CA,Oxford House,YOH
High Level Airport,CA,High Level,YOJ
Toronto/Oshawa Executive Airport,CA,Oshawa,YOO
Rainbow Lake Airport,CA,Rainbow Lake,YOP
Owen Sound / Billy Bishop Regional Airport,CA,Owen Sound,YOS
Ottawa Macdonald-Cartier International Airport,CA,Ottawa,YOW
C J.H.L.(Joe) Lecomte) Heliport,CA,Valcartier,YOY
Prince Albert Glass Field,CA,Prince Albert,YPA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA,Paulatuk,YPC
Port Hawkesbury Airport,CA,Port Hawkesbury,YPS
Peace River Airport,CA,Peace River,YPE
Portage-la-Prairie / Southport Airport,CA,Portage la Prairie,YPG
Inukjuak Airport,CA,Inukjuak,YPH
Pickle Lake Airport,CA,Pickle Lake,YPL
Pikangikum Airport,CA,Pikangikum,YPM
Port Menier Airport,CA,Port-Menier,YPN
Peawanuck Airport,CA,Peawanuck,YPO
Peterborough Airport,CA,Peterborough,YPQ
Prince Rupert Airport,CA,Prince Rupert,YPR
Powell River Airport,CA,Powell River,YPW
Puvirnituq Airport,CA,Puvirnituq,YPX
Fort Chipewyan Airport,CA,Fort Chipewyan,YPY
Burns Lake Airport,CA,Burns Lake,YPZ
Muskoka Airport,CA,Muskoka,YQA
Quebec Jean Lesage International Airport,CA,Quebec,YQB
The Pas Airport,CA,The Pas,YQD
Red Deer Regional Airport,CA,Red Deer,YQF
Windsor Airport,CA,Windsor,YQG
Watson Lake Airport,CA,Watson Lake,YQH
Yarmouth Airport,CA,Yarmouth,YQI
Kenora Airport,CA,Kenora,YQK
Lethbridge County Airport,CA,Lethbridge,YQL
Greater Moncton RomÃ©o LeBlanc International Airport,CA,Moncton,YQM
Nakina Airport,CA,Nakina,YQN
Comox Airport,CA,Comox,YQQ
Regina International Airport,CA,Regina,YQR
St Thomas Municipal Airport,CA,St Thomas,YQS
Thunder Bay Airport,CA,Thunder Bay,YQT
Grande Prairie Airport,CA,Grande Prairie,YQU
Yorkton Municipal Airport,CA,Yorkton,YQV
North Battleford Airport,CA,North Battleford,YQW
Gander International Airport,CA,Gander,YQX
Sydney / J.A. Douglas McCurdy Airport,CA,Sydney,YQY
Quesnel Airport,CA,Quesnel,YQZ
Rae Lakes Airport,CA,GamÃ¨tÃ¬,YRA
Resolute Bay Airport,CA,Resolute Bay,YRB
RiviÃ¨re-du-Loup Airport,CA,RiviÃ¨re-du-Loup,YRI
Roberval Airport,CA,Roberval,YRJ
Red Lake Airport,CA,Red Lake,YRL
Rocky Mountain House Airport,CA,Rocky Mountain House,YRM
Ottawa / Rockcliffe Airport,CA,Ottawa,YRO
Trois-RiviÃ¨res Airport,CA,Trois-RiviÃ¨res,YRQ
Red Sucker Lake Airport,CA,Red Sucker Lake,YRS
Rankin Inlet Airport,CA,Rankin Inlet,YRT
Revelstoke Airport,CA,Revelstoke,YRV
Sudbury Airport,CA,Sudbury,YSB
Sherbrooke Airport,CA,Sherbrooke,YSC
Suffield Heliport,CA,Suffield,YSD
Squamish Airport,CA,Squamish,YSE
Stony Rapids Airport,CA,Stony Rapids,YSF
Smiths Falls-Montague (Russ Beach) Airport,CA,Smiths Falls,YSH
Saint John Airport,CA,Saint John,YSJ
Sanikiluaq Airport,CA,Sanikiluaq,YSK
St Leonard Airport,CA,St Leonard,YSL
Fort Smith Airport,CA,Fort Smith,YSM
Niagara District Airport,CA,St Catharines,YCM
Marathon Airport,CA,Marathon,YSP
St. Theresa Point Airport,CA,St. Theresa Point,YST
Summerside Airport,CA,Summerside,YSU
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA,Sachs Harbour,YSY
Pembroke Airport,CA,Pembroke,YTA
Cape Dorset Airport,CA,Cape Dorset,YTE
Alma Airport,CA,Alma,YTF
Thompson Airport,CA,Thompson,YTH
Big Trout Lake Airport,CA,Big Trout Lake,YTL
Tasiujaq Airport,CA,Tasiujaq,YTQ
CFB Trenton,CA,Trenton,YTR
Timmins/Victor M. Power,CA,Timmins,YTS
Billy Bishop Toronto City Centre Airport,CA,Toronto,YTZ
Tuktoyaktuk Airport,CA,Tuktoyaktuk,YUB
Montreal / Pierre Elliott Trudeau International Airport,CA,MontrÃ©al,YUL
Naujaat Airport,CA,Repulse Bay,YUT
Hall Beach Airport,CA,Hall Beach,YUX
Rouyn Noranda Airport,CA,Rouyn-Noranda,YUY
Bonaventure Airport,CA,Bonaventure,YVB
La Ronge Airport,CA,La Ronge,YVC
Vermilion Airport,CA,Vermilion,YVG
Vernon Airport,CA,Vernon,YVE
Tommy Kochon Airport,CA,Colville Lake,YCK
Qikiqtarjuaq Airport,CA,Qikiqtarjuaq,YVM
Val-d'Or Airport,CA,Val-d'Or,YVO
Kuujjuaq Airport,CA,Kuujjuaq,YVP
Norman Wells Airport,CA,Norman Wells,YVQ
Vancouver International Airport,CA,Vancouver,YVR
Buffalo Narrows Airport,CA,Buffalo Narrows,YVT
Wiarton Airport,CA,Wiarton,YVV
Deer Lake Airport,CA,Deer Lake,YVZ
Petawawa Airport,CA,Petawawa,YWA
Winnipeg / James Armstrong Richardson International Airport,CA,Winnipeg,YWG
Victoria Harbour Seaplane Base,CA,Victoria,YWH
DÃ©line Airport,CA,DÃ©line,YWJ
Wabush Airport,CA,Wabush,YWK
Williams Lake Airport,CA,Williams Lake,YWL
Webequie Airport,CA,Webequie,YWP
Wrigley Airport,CA,Wrigley,YWY
Cranbrook/Canadian Rockies International Airport,CA,Cranbrook,YXC
Edmonton City Centre (Blatchford Field) Airport,CA,Edmonton,YXD
Saskatoon John G. Diefenbaker International Airport,CA,Saskatoon,YXE
Medicine Hat Airport,CA,Medicine Hat,YXH
Bonnechere Airport,CA,Killaloe,YXI
Fort St John Airport,CA,Fort St.John,YXJ
Rimouski Airport,CA,Rimouski,YXK
Sioux Lookout Airport,CA,Sioux Lookout,YXL
Whale Cove Airport,CA,Whale Cove,YXN
Pangnirtung Airport,CA,Pangnirtung,YXP
Beaver Creek Airport,CA,Beaver Creek,YXQ
Earlton (Timiskaming Regional) Airport,CA,Earlton,YXR
Prince George Airport,CA,Prince George,YXS
Northwest Regional Airport Terrace-Kitimat,CA,Terrace,YXT
London Airport,CA,London,YXU
Abbotsford Airport,CA,Abbotsford,YXX
Whitehorse / Erik Nielsen International Airport,CA,Whitehorse,YXY
Wawa Airport,CA,Wawa,YXZ
North Bay Jack Garland Airport,CA,North Bay,YYB
Calgary International Airport,CA,Calgary,YYC
Smithers Airport,CA,Smithers,YYD
Fort Nelson Airport,CA,Fort Nelson,YYE
Penticton Airport,CA,Penticton,YYF
Charlottetown Airport,CA,Charlottetown,YYG
Taloyoak Airport,CA,Taloyoak,YYH
Victoria International Airport,CA,Victoria,YYJ
Lynn Lake Airport,CA,Lynn Lake,YYL
Cowley Airport,CA,Cowley,YYM
Swift Current Airport,CA,Swift Current,YYN
Churchill Airport,CA,Churchill,YYQ
Goose Bay Airport,CA,Goose Bay,YYR
St. John's International Airport,CA,St. John's,YYT
Kapuskasing Airport,CA,Kapuskasing,YYU
Armstrong Airport,CA,Armstrong,YYW
Mont Joli Airport,CA,Mont-Joli,YYY
Lester B. Pearson International Airport,CA,Toronto,YYZ
Gore Bay Manitoulin Airport,CA,Gore Bay,YZE
Yellowknife Airport,CA,Yellowknife,YZF
Salluit Airport,CA,Salluit,YZG
Slave Lake Airport,CA,Slave Lake,YZH
Sandspit Airport,CA,Sandspit,YZP
Chris Hadfield Airport,CA,Sarnia,YZR
Coral Harbour Airport,CA,Coral Harbour,YZS
Port Hardy Airport,CA,Port Hardy,YZT
Whitecourt Airport,CA,Whitecourt,YZU
Sept-Ãles Airport,CA,Sept-Ãles,YZV
Teslin Airport,CA,Teslin,YZW
CFB Greenwood,CA,Greenwood,YZX
York Landing Airport,CA,York Landing,ZAC
Shuswap Regional Airport,CA,Salmon Arm,YSN
Boundary Bay Airport,CA,Vancouver,YDT
Ilford Airport,CA,Ilford,ILF
Bathurst Airport,CA,Bathurst,ZBF
Bromont (Roland Desourdy) Airport,CA,Bromont,ZBM
Kelsey Airport,CA,Kelsey,KES
Eastmain River Airport,CA,Eastmain River,ZEM
Faro Airport,CA,Faro,ZFA
Fond-Du-Lac Airport,CA,Fond-Du-Lac,ZFD
Pukatawagan Airport,CA,Pukatawagan,XPK
Fort Mcpherson Airport,CA,Fort Mcpherson,ZFM
Tulita Airport,CA,Tulita,ZFN
Grand Forks Airport,CA,Grand Forks,ZGF
Gods River Airport,CA,Gods River,ZGI
Little Grand Rapids Airport,CA,Little Grand Rapids,ZGR
High Prairie Airport,CA,High Prairie,ZHP
CorazÃ³n de JesÃºs Airport,PA,CorazÃ³n de JesÃºs and NarganÃ¡ Islands,CZJ
Jenpeg Airport,CA,Jenpeg,ZJG
Swan River Airport,CA,Swan River,ZJN
Cascade Locks State Airport,US,Cascade Locks,CZK
Kashechewan Airport,CA,Kashechewan,ZKE
Thicket Portage Airport,CA,Thicket Portage,YTD
Muskrat Dam Airport,CA,Muskrat Dam,MSA
South Cariboo Region / 108 Mile Airport,CA,108 Mile,ZMH
Pikwitonei Airport,CA,Pikwitonei,PIW
Masset Airport,CA,Masset,ZMT
Chisana Airport,US,Chisana,CZN
Poplar River Airport,CA,Poplar River,XPP
Chistochina Airport,US,Chistochina,CZO
Sachigo Lake Airport,CA,Sachigo Lake,ZPB
Pincher Creek Airport,CA,Pincher Creek,WPC
Pinehouse Lake Airport,CA,Pinehouse Lake,ZPO
Round Lake (Weagamow Lake) Airport,CA,Round Lake,ZRJ
Sandy Lake Airport,CA,Sandy Lake,ZSJ
South Indian Lake Airport,CA,South Indian Lake,XSI
Stewart Airport,CA,Stewart,ZST
Prince Rupert/Seal Cove Seaplane Base,CA,-,ZSW
Bloodvein River Airport,CA,Bloodvein River,YDV
Shamattawa Airport,CA,Shamattawa,ZTM
Ignace Municipal Airport,CA,Ignace,ZUC
Churchill Falls Airport,CA,Churchill Falls,ZUM
Lac Brochet Airport,CA,Lac Brochet,XLB
Wollaston Lake Airport,CA,Wollaston Lake,ZWL
Canandaigua Airport,US,Ontario County IDA,IUA
Delta Junction Airport,US,Delta Junction,DJN
Mostaganem Airport,DZ,-,MQV
Blida Airport,DZ,-,QLD
Bou Saada Airport,DZ,-,BUJ
Soummam Airport,DZ,BÃ©jaÃ¯a,BJA
Houari Boumediene Airport,DZ,Algiers,ALG
Djanet Inedbirene Airport,DZ,Djanet,DJG
Illizi Takhamalt Airport,DZ,Illizi,VVZ
Ain Arnat Airport,DZ,SÃ©tif,QSF
Aguenar â Hadj Bey Akhamok Airport,DZ,Tamanrasset,TMR
Jijel Ferhat Abbas Airport,DZ,Jijel,GJL
Mecheria Airport,DZ,Mecheria,MZW
Rabah Bitat Airport,DZ,Annaba,AAE
Mohamed Boudiaf International Airport,DZ,Constantine,CZL
Oum el Bouaghi airport,DZ,Oum El Bouaghi,QMH
Skikda Airport,DZ,Skikda,SKI
Cheikh Larbi TÃ©bessi Airport,DZ,TÃ©bessi,TEE
Batna Airport,DZ,Batna,BLJ
Daup Airport,PG,-,DAF
Hassi R'Mel Airport,DZ,-,HRM
Tsletsi Airport,DZ,Djelfa,QDJ
Dabo Airport,PG,-,DAO
Bou Chekif Airport,DZ,Tiaret,TID
Tindouf Airport,DZ,Tindouf,TIN
Ech Cheliff Airport,DZ,-,CFK
Tafaraoui Airport,DZ,-,TAF
Zenata â Messali El Hadj Airport,DZ,Tlemcen,TLM
Es Senia Airport,DZ,Oran,ORN
BÃ©char Boudghene Ben Ali Lotfi Airport,DZ,BÃ©char,CBH
Sidi Bel Abbes Airport,DZ,Sidi Bel AbbÃ¨s,BFW
Ghriss Airport,DZ,-,MUW
El Bayadh Airport,DZ,El Bayadh,EBH
In Guezzam Airport,DZ,In Guezzam,INF
Bordj Badji Mokhtar Airport,DZ,Bordj Badji Mokhtar,BMW
Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,-,AZR
Biskra Airport,DZ,Biskra,BSK
El Golea Airport,DZ,-,ELG
NoumÃ©rat - Moufdi Zakaria Airport,DZ,GhardaÃ¯a,GHA
Oued Irara Airport,DZ,Hassi Messaoud,HME
In Salah Airport,DZ,In Salah,INZ
Touggourt Sidi Madhi Airport,DZ,Touggourt,TGR
Laghouat Airport,DZ,Laghouat,LOO
Guemar Airport,DZ,Guemar,ELU
Timimoun Airport,DZ,Timimoun,TMX
Ain el Beida Airport,DZ,Ouargla,OGX
In AmÃ©nas Airport,DZ,AmÃ©nas,IAM
Cadjehoun Airport,BJ,Cotonou,COO
Djougou Airport,BJ,Djougou,DJA
Kandi Airport,BJ,Kandi,KDC
Natitingou Airport,BJ,Natitingou,NAE
Parakou Airport,BJ,Parakou,PKO
SavÃ© Airport,BJ,SavÃ©,SVF
Baicheng Chang'an Airport,CN,Baicheng,DBC
Dutch Bay SPB,LK,Kalpitiya Island,DBK
Debepare Airport,PG,Debepare,DBP
Dambulu Oya Tank Seaplane Base,LK,Dambulla,DBU
Dubai Creek SPB,AE,Dubai,DCG
Dahl Creek Airport,US,Dahl Creek,DCK
Decatur HI-Way Airfield,US,Decatur,DCR
Dodoima Airport,PG,-,DDM
Heidelberg Army Helicopter Base,DE,Heidelberg,HDB
